,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209
0,0.0,0.106686376,0.1651782,0.20057423,0.24194583,0.15102485,0.14984001,0.19149299,0.42523652,0.30782837,0.13005352,0.3747592,0.4160942,0.5238944,0.5723264,0.15457942,0.1817336,0.23086685,0.23294881,0.72537756,0.53545284,0.41408813,0.22614366,0.7547578,0.18289703,0.23070414,0.7168415,0.74276346,0.2940116,0.66472137,0.6829097,0.06622065,0.52547765,0.45712638,0.05326869,0.25253484,0.26374593,0.3505128,0.03775514,0.2141477,0.4298683,0.44418627,0.45407864,0.20841138,0.18594019,0.47831804,0.15064396,0.1023023,0.11153797,0.14493749,0.24831432,0.17174679,0.5122204,0.25126463,0.4137956,0.15207276,0.16233963,0.18468376,0.15287675,0.76825637,0.7716768,0.76719195,0.7088111,0.6710154,0.71201175,0.6543184,0.29412612,0.5057264,0.3180601,0.75214887,0.58876,0.4521221,0.47426587,0.65809864,0.43878528,0.39825007,0.49293244,0.7642472,0.71576166,0.40201277,0.39692318,0.6049404,0.7259453,0.71443355,0.71026105,0.6272624,0.6283561,0.7368877,0.7643408,0.757285,0.7516799,0.638335,0.6500592,0.6011157,0.7255365,0.49546078,0.70810956,0.71304727,0.6493998,0.6447264,0.30240783,0.49142075,0.6664381,0.7023579,0.67374206,0.59495014,0.6536343,0.5261688,0.75994855,0.58938205,0.5684421,0.68448323,0.63862425,0.68902534,0.7645567,0.68930095,0.594057,0.684306,0.63808954,0.74207,0.73534685,0.5765039,0.23790511,0.5568198,0.23116797,0.63214487,0.66014475,0.52469355,0.7335635,0.43100646,0.5545772,0.63205934,0.18685178,0.29936367,0.26334575,0.19393082,0.5400723,0.22958106,0.17333548,0.37215456,0.7220662,0.66103727,0.68002397,0.7455739,0.7661952,0.76869285,0.7712482,0.7424156,0.7423075,0.7711407,0.7616373,0.76149416,0.7569213,0.7728417,0.7693935,0.77009904,0.7699981,0.7629001,0.7639504,0.76707834,0.7441089,0.7587255,0.7650833,0.7426868,0.77236897,0.7379574,0.7536858,0.75565094,0.77154076,0.7728274,0.76990116,0.7698361,0.7727557,0.77096426,0.7715548,0.77326334,0.77156353,0.77489644,0.77068466,0.7562469,0.77262366,0.7275493,0.7556434,0.766489,0.7179999,0.7680643,0.7630963,0.7748007,0.7713251,0.77596474,0.7740042,0.7712924,0.7416476,0.77362204,0.7510755,0.6595886,0.7029059,0.55622387,0.7461032,0.590326,0.74963385,0.62374306,0.77232707,0.69101185,0.75455296,0.74069905,0.7715385,0.5651474,0.76651394,0.7443989
1,0.106686376,0.0,0.062175352,0.109654084,0.28860617,0.049312003,0.12135777,0.11712308,0.5242501,0.39428517,0.16682513,0.3303688,0.3692997,0.48549685,0.53460294,0.049345028,0.08124186,0.24616598,0.18514308,0.6879832,0.5115392,0.38262194,0.25551498,0.7157057,0.1658774,0.30061552,0.6803734,0.7062486,0.24908118,0.6333407,0.6472576,0.15580362,0.5089454,0.42110786,0.12570022,0.32010064,0.35370755,0.44001672,0.069198884,0.15842062,0.3869115,0.40185136,0.4020144,0.29678854,0.20561652,0.43628216,0.18092304,0.11146383,0.057636686,0.1521578,0.21835455,0.226545,0.5023579,0.2128183,0.40617126,0.1744696,0.09343079,0.16379547,0.19305997,0.728936,0.7311693,0.7262812,0.66736805,0.63696253,0.6728805,0.61194885,0.25993302,0.47668025,0.28894097,0.71776044,0.6920156,0.5542009,0.57459444,0.7620428,0.5382581,0.49998227,0.5958899,0.8693077,0.820425,0.49797365,0.49530497,0.70805013,0.83067423,0.8190545,0.8148413,0.7307977,0.7318664,0.8417573,0.86939895,0.86228657,0.85663974,0.7420024,0.7539153,0.7041447,0.8305209,0.5977435,0.812667,0.81769437,0.75347704,0.74852335,0.39056382,0.5914784,0.77049893,0.8068778,0.77791595,0.69787306,0.7575207,0.6278149,0.8649766,0.69222426,0.67080337,0.78879404,0.7422859,0.7934176,0.8696171,0.79365367,0.6969383,0.78859586,0.74175256,0.8469463,0.8401618,0.6792919,0.3430597,0.65887564,0.25638744,0.73571336,0.76424575,0.6259007,0.8383668,0.52830714,0.65657395,0.7356295,0.29304227,0.4014265,0.35760808,0.23539194,0.6421035,0.330622,0.2789867,0.46819097,0.6946379,0.637598,0.6510201,0.7096839,0.730113,0.73194855,0.7328202,0.7055943,0.7096467,0.7332745,0.7258361,0.72805804,0.72438216,0.733983,0.7316961,0.7325915,0.7305912,0.7290673,0.7296444,0.7309184,0.7135051,0.72357786,0.7284159,0.7081756,0.73311996,0.6987879,0.7199121,0.7217709,0.7332723,0.7338302,0.73256177,0.73164564,0.73362005,0.7327254,0.73349583,0.7334612,0.7331855,0.7352083,0.7322587,0.72043896,0.73305756,0.6913092,0.7193883,0.7284501,0.689133,0.73147005,0.7289755,0.7350717,0.7322819,0.7352827,0.7345926,0.73199016,0.7029647,0.7345408,0.7135513,0.6198394,0.66543007,0.51797855,0.7126753,0.545785,0.71321,0.57948494,0.7321697,0.6537231,0.71748257,0.7014485,0.7324602,0.5274497,0.72844493,0.7077056
2,0.1651782,0.062175352,0.0,0.10478479,0.306667,0.053662505,0.16374016,0.12998407,0.5702999,0.43221247,0.22424844,0.34503877,0.38094625,0.49958706,0.54823,0.041465994,0.020016136,0.24961457,0.15538125,0.6998403,0.5337242,0.40343073,0.2661648,0.7262547,0.20696062,0.33107704,0.69288313,0.7184721,0.26768178,0.6494613,0.66062903,0.20471855,0.5352087,0.4381185,0.17256722,0.34845287,0.3947322,0.4793349,0.12899382,0.1787829,0.4005204,0.41542295,0.40904844,0.33814314,0.21576066,0.44914407,0.2001333,0.13607831,0.10652397,0.20348042,0.24813785,0.25325182,0.5321917,0.23824126,0.4390434,0.22821277,0.118046485,0.15606636,0.2157178,0.7391942,0.74065506,0.7355543,0.6768826,0.6514306,0.68380517,0.6215141,0.28442883,0.49658215,0.3147347,0.7311829,0.74182,0.6030997,0.6216132,0.8125887,0.58464736,0.54877746,0.64561206,0.92136234,0.8719087,0.5415837,0.54098266,0.7576365,0.8822447,0.8704757,0.86620706,0.78086615,0.7819006,0.8935342,0.9214495,0.9142518,0.90854347,0.79221874,0.80435765,0.7536422,0.8824973,0.6466932,0.86400175,0.86915714,0.8042203,0.79889727,0.42969698,0.63815486,0.8211888,0.8581651,0.82875025,0.74725807,0.80799675,0.67596453,0.91698235,0.7415272,0.7196051,0.83980435,0.7924941,0.844538,0.9216712,0.8447165,0.7462758,0.8395763,0.79196364,0.8987273,0.8918541,0.7285646,0.3966776,0.7073696,0.26463464,0.78581417,0.8150024,0.6735935,0.89004314,0.57281786,0.70500964,0.7857326,0.3486024,0.4511876,0.40152657,0.25433215,0.6906233,0.39209574,0.33849975,0.51211715,0.7124327,0.65828466,0.6683467,0.72226083,0.74238247,0.7437916,0.74360514,0.71763414,0.72419393,0.74440724,0.7383176,0.74196595,0.73886603,0.7444868,0.74294835,0.7439542,0.7407799,0.74272513,0.74300855,0.74313253,0.7292492,0.73648185,0.7403385,0.72161317,0.7433856,0.70942503,0.7336892,0.7354662,0.74415326,0.7442483,0.7440296,0.74259,0.7439528,0.7436297,0.7445059,0.7433742,0.7439985,0.7451779,0.74304986,0.7329657,0.74312353,0.703849,0.73164874,0.7395181,0.7061398,0.74341047,0.7424587,0.74501675,0.7426849,0.7446207,0.7447425,0.7422323,0.7138674,0.74489963,0.72507817,0.6309798,0.67747164,0.5315613,0.72672975,0.55487514,0.7254237,0.58825755,0.74186903,0.6660094,0.72925526,0.7120085,0.74283946,0.5412117,0.73949414,0.7198047
3,0.20057423,0.109654084,0.10478479,0.0,0.3970405,0.06251889,0.10556795,0.036997154,0.62572175,0.50174063,0.19109277,0.24113794,0.27634957,0.39514008,0.44366595,0.069521494,0.11685756,0.34855738,0.25977257,0.5950742,0.4315719,0.3013613,0.36137068,0.62147176,0.13632445,0.41014558,0.5881484,0.6137176,0.16624714,0.545188,0.5559686,0.25974694,0.43515873,0.33445555,0.2320704,0.42973766,0.45990244,0.5466516,0.164801,0.08362019,0.2961763,0.31103688,0.30432284,0.4032321,0.31084543,0.34459186,0.28901258,0.21993515,0.091566734,0.1552165,0.15669923,0.33612388,0.4345658,0.1429542,0.3449576,0.18244645,0.051147997,0.2582175,0.3020129,0.63441664,0.63590395,0.6308128,0.5721204,0.54689556,0.5790211,0.516742,0.18642418,0.3936518,0.216917,0.6265011,0.78837013,0.6524277,0.6748373,0.85706013,0.6393267,0.5986849,0.69282883,0.9615483,0.9137811,0.60166454,0.59728414,0.8046317,0.92385364,0.912516,0.9084064,0.82662445,0.827737,0.934559,0.9616462,0.95470256,0.9491786,0.83757526,0.8491156,0.80086136,0.92302877,0.69566274,0.9062893,0.91109395,0.8482351,0.8438441,0.49750617,0.69199497,0.8652703,0.9005962,0.87244225,0.7947649,0.8526577,0.72654927,0.9573149,0.78924745,0.76855797,0.88301104,0.83786917,0.8874471,0.96185756,0.8877716,0.79389644,0.88285935,0.8373338,0.9397232,0.9331088,0.77640986,0.4366054,0.75706047,0.36122525,0.83147496,0.85894144,0.725168,0.93134624,0.6311309,0.75483936,0.8313881,0.38393533,0.4998101,0.46196416,0.3438018,0.7403318,0.39765373,0.35907295,0.5717941,0.6084458,0.5552064,0.56430054,0.61752325,0.6376261,0.6390198,0.63882077,0.6128722,0.6196284,0.639623,0.6335718,0.6373238,0.63428634,0.6397052,0.6381651,0.6391722,0.63600403,0.6380596,0.63831854,0.6383738,0.6248479,0.6317607,0.63556945,0.6169356,0.63860816,0.60464084,0.6290376,0.6308065,0.63936853,0.639468,0.63924915,0.6378052,0.6391741,0.63884497,0.6397212,0.6386065,0.63921404,0.6404086,0.63826543,0.6282233,0.6383511,0.5991134,0.6268937,0.6347336,0.6019867,0.63864166,0.6377784,0.6402482,0.63790476,0.6398774,0.639968,0.63745534,0.60908276,0.64012045,0.6203002,0.526202,0.5727165,0.42700693,0.6221081,0.4501066,0.6206676,0.48351,0.63710886,0.56126875,0.62448287,0.6072249,0.63805974,0.4366711,0.6347096,0.6150447
4,0.24194583,0.28860617,0.306667,0.3970405,0.0,0.33460742,0.38518217,0.4048442,0.32972422,0.17118841,0.369459,0.6100582,0.6506618,0.76243126,0.8112655,0.32924858,0.3080847,0.081896946,0.2162852,0.9648289,0.77707446,0.6540013,0.05034546,0.99375874,0.42280808,0.068906546,0.9565396,0.9825002,0.52808136,0.9055108,0.9227563,0.18224734,0.7674212,0.69607747,0.18918829,0.067235425,0.16048881,0.21656065,0.25761005,0.44092533,0.6662146,0.6808781,0.686188,0.13337523,0.09350359,0.715331,0.1080493,0.17723331,0.33090833,0.38680616,0.48681885,0.070413634,0.7538183,0.48712888,0.6554576,0.3931512,0.37868726,0.16608748,0.095876016,1.0071968,1.0102228,1.0055867,0.94688493,0.911239,0.9508961,0.89189935,0.5321802,0.74655503,0.55777127,0.99244934,0.5090563,0.3759127,0.38133198,0.5805579,0.34441483,0.3276715,0.4195066,0.69442165,0.6431717,0.29127946,0.30187863,0.5226088,0.6536411,0.641391,0.6369445,0.54749596,0.5482641,0.6658308,0.69447815,0.6869838,0.6810861,0.55916303,0.57208806,0.51830715,0.656592,0.41559792,0.6346329,0.6404011,0.57385993,0.5664774,0.17511868,0.39456236,0.58964646,0.6287436,0.5977619,0.5116178,0.5757564,0.43773034,0.6898807,0.50573444,0.4821912,0.60942346,0.559374,0.614648,0.6947153,0.61444753,0.51040894,0.60901505,0.55888903,0.6708417,0.6636582,0.49338242,0.25179183,0.46894974,0.058450747,0.5523801,0.5841848,0.43292177,0.66181594,0.32369792,0.4664074,0.5523173,0.24427333,0.2563012,0.18231264,0.053247035,0.4534907,0.35486567,0.28542763,0.2673474,0.9635667,0.90284854,0.9212526,0.98548514,1.0060927,1.008414,1.0104784,0.9820661,0.9829767,1.0105418,1.0016011,1.0020281,0.9976386,1.0119396,1.0088418,1.0096046,1.0089135,1.0033476,1.0042902,1.0069566,0.98517203,0.99885195,1.0048194,0.98294145,1.0113405,0.97688586,0.9941316,0.9960758,1.0108206,1.0118811,1.0094553,1.0091367,1.0117648,1.0102521,1.0108986,1.0120538,1.0108098,1.0137283,1.0099144,0.99619937,1.0114917,0.96733177,0.9954754,1.0058295,0.9593034,1.0078261,1.0034779,1.0136187,1.0103612,1.014458,1.0129257,1.0102445,0.98073983,1.0126503,0.9905402,0.8981376,0.9422848,0.7949399,0.98661387,0.826814,0.9894087,0.86046493,1.0109953,0.9304191,0.994156,0.97960687,1.0105637,0.8040691,1.0058453,0.9840892
5,0.15102485,0.049312003,0.053662505,0.06251889,0.33460742,0.0,0.111611314,0.079155974,0.57262856,0.44359687,0.180054,0.29578474,0.33301437,0.45095682,0.4998619,0.012385227,0.07177849,0.28667623,0.20629016,0.6523776,0.48242998,0.35230857,0.2989308,0.6793784,0.15398726,0.34933558,0.6451413,0.67087275,0.21672939,0.6002666,0.6125036,0.20437308,0.48289835,0.38828877,0.1747885,0.36853927,0.40292788,0.48929358,0.11340884,0.12662691,0.35185415,0.3668121,0.36326858,0.34602264,0.24844529,0.40089867,0.22656322,0.15763552,0.061229706,0.15443717,0.19475006,0.27440774,0.47920284,0.18544957,0.3855992,0.18038423,0.0644504,0.19800305,0.2397775,0.6924571,0.6942638,0.6892547,0.63041806,0.60286206,0.63672525,0.5749643,0.23201726,0.44590998,0.26215273,0.68310297,0.73911077,0.6017477,0.62269264,0.8087819,0.58654535,0.5476233,0.64309806,0.91525525,0.8666928,0.5468302,0.54378974,0.75521857,0.8768929,0.8653537,0.86117,0.7777593,0.7788413,0.88786536,0.9153486,0.9082852,0.9026737,0.78889537,0.80070454,0.7513498,0.8765331,0.6452315,0.85901207,0.8639741,0.80013496,0.7953455,0.4398572,0.6396535,0.81716913,0.85324925,0.82451665,0.745125,0.804293,0.67554307,0.9109524,0.73951066,0.71828437,0.83530736,0.789182,0.83987665,0.9155647,0.84013945,0.7442086,0.83512294,0.78864783,0.8930491,0.8863137,0.72659874,0.38887706,0.70646954,0.29891288,0.7826584,0.81089044,0.6737702,0.8845278,0.5769957,0.70418876,0.7825736,0.3377749,0.44888133,0.40653518,0.28138092,0.68970114,0.3661825,0.31950384,0.5170192,0.66269785,0.6075597,0.618737,0.6745181,0.6947846,0.6963738,0.6966409,0.67011094,0.6756631,0.69729304,0.6906282,0.6937009,0.690372,0.6976461,0.6957815,0.69674087,0.6940748,0.69456035,0.694962,0.69555837,0.6802665,0.6886169,0.6928843,0.67351896,0.6966487,0.6624949,0.6854694,0.6872805,0.6971477,0.69744503,0.6967713,0.6955557,0.6971869,0.6966136,0.69744474,0.6967938,0.69702244,0.6985738,0.6960824,0.68525296,0.69647485,0.65610504,0.6840455,0.6924277,0.6566769,0.69595134,0.6943637,0.6984235,0.69588697,0.6982996,0.698058,0.6955049,0.66682583,0.69812304,0.6777785,0.58374953,0.6299096,0.48318493,0.6783941,0.5084477,0.6778346,0.5420238,0.6953828,0.61833346,0.68185484,0.6651144,0.6960521,0.49277952,0.69241184,0.67225856
6,0.14984001,0.12135777,0.16374016,0.10556795,0.38518217,0.111611314,0.0,0.07320886,0.5611065,0.45547175,0.08792215,0.22566615,0.266787,0.37725955,0.4261352,0.123890735,0.18287192,0.35721996,0.30627868,0.57977176,0.3957856,0.26961204,0.3607806,0.6085982,0.04455639,0.38017872,0.5715796,0.5975448,0.14434308,0.52155256,0.5378904,0.21605994,0.39057833,0.31101775,0.19822119,0.40181604,0.41031566,0.4963456,0.1275887,0.0690025,0.28139615,0.2959468,0.30430758,0.3564278,0.31372732,0.33032674,0.2831684,0.2172122,0.063824184,0.0496992,0.102172025,0.31665587,0.3823251,0.10218173,0.28540146,0.076885775,0.05603146,0.28281158,0.29079428,0.6220282,0.6250422,0.62041354,0.56173855,0.52664125,0.5657281,0.5068316,0.14708598,0.36305758,0.17366967,0.60784125,0.7135188,0.58179086,0.6072706,0.7798816,0.5737428,0.5295957,0.61974883,0.8803855,0.8341743,0.5421404,0.5341234,0.7299655,0.84397894,0.8330427,0.82908195,0.7507404,0.7519041,0.8541817,0.88049036,0.873774,0.86841935,0.7612676,0.7722315,0.72641754,0.8423754,0.62401646,0.82704645,0.8315547,0.77078253,0.76715595,0.44939333,0.62470824,0.7877185,0.82150406,0.79453033,0.7206224,0.7756658,0.6558456,0.8762844,0.71534127,0.6959172,0.80464196,0.7615734,0.80881727,0.880693,0.8092493,0.71985686,0.80454934,0.7610392,0.8592891,0.8529089,0.7027528,0.36380988,0.68518555,0.3635845,0.7554662,0.78133523,0.6553487,0.8511941,0.569197,0.68311083,0.755376,0.30983546,0.43218178,0.40718228,0.33388963,0.66868705,0.30316132,0.27516392,0.512591,0.5810751,0.5221381,0.53808373,0.6006156,0.62120444,0.6234401,0.6253517,0.5970739,0.5987504,0.6254556,0.616752,0.61762935,0.6134554,0.6267896,0.6237693,0.6245495,0.6237425,0.6188613,0.61970574,0.62205774,0.60153675,0.61410713,0.6198535,0.5983036,0.6261746,0.59171927,0.6096519,0.61157453,0.62570447,0.62672484,0.6244164,0.6240256,0.62660295,0.62513787,0.6257974,0.6268746,0.6256863,0.628551,0.62478775,0.6113468,0.6263168,0.58240545,0.61055887,0.6207286,0.57623774,0.6228702,0.61893076,0.62844074,0.6252029,0.62927955,0.627755,0.6250768,0.595594,0.6274907,0.60547847,0.5129556,0.5572136,0.40977955,0.602206,0.44207495,0.6044675,0.475652,0.62581325,0.5453609,0.60914034,0.59443796,0.625404,0.41893804,0.6207422,0.5991127
7,0.19149299,0.11712308,0.12998407,0.036997154,0.4048442,0.079155974,0.07320886,0.0,0.61530143,0.49802214,0.16088001,0.21665242,0.25418612,0.37187445,0.42081776,0.08980064,0.14508848,0.3627393,0.2848518,0.5735273,0.40382287,0.2735709,0.37263662,0.60071933,0.099849366,0.41178694,0.56621224,0.59197736,0.13784392,0.52111256,0.5334871,0.25468427,0.405352,0.3091468,0.22987907,0.4322418,0.45473355,0.5416029,0.15890339,0.04945963,0.27279767,0.2877607,0.285474,0.3987419,0.32270318,0.32191885,0.29763988,0.22821487,0.08017066,0.1225769,0.12169171,0.3407336,0.40309304,0.1094888,0.31163204,0.14944428,0.02916831,0.27641618,0.30900988,0.6138461,0.615792,0.6108243,0.551945,0.52376485,0.5580072,0.49648583,0.15483245,0.36697116,0.18527383,0.6040846,0.77390885,0.6395705,0.66331017,0.8416384,0.6285427,0.5863582,0.6790027,0.9443817,0.8973032,0.5932248,0.5873802,0.79027116,0.9072599,0.89609855,0.8920542,0.8117505,0.8128869,0.9177402,0.9444829,0.937641,0.9321923,0.8225242,0.8338184,0.7865941,0.90607303,0.68245625,0.88997287,0.8946451,0.8326814,0.82862943,0.49307898,0.68061686,0.8496881,0.88434434,0.8567039,0.7806223,0.83731556,0.71379495,0.9402074,0.7752013,0.7550347,0.86707455,0.8228237,0.87139565,0.94469035,0.8717694,0.7797978,0.86694956,0.82228833,0.9228818,0.91637135,0.7624562,0.42219988,0.7438512,0.37346485,0.8165507,0.8433288,0.7127864,0.9146296,0.62180746,0.7416898,0.8164622,0.36872056,0.48778778,0.45483845,0.35176376,0.72719705,0.37317026,0.33953372,0.5633929,0.5835636,0.5286619,0.5395906,0.59558237,0.6158842,0.61752594,0.6179438,0.5912378,0.5965642,0.61854315,0.6117034,0.614644,0.6112771,0.61899394,0.6170142,0.6179578,0.6154757,0.61552274,0.6159491,0.6166645,0.6011202,0.6096472,0.6140262,0.594499,0.6180364,0.58382183,0.60642207,0.6082396,0.61843574,0.6188071,0.61797357,0.616834,0.6185632,0.61789805,0.61871314,0.618243,0.61832094,0.6200128,0.6173844,0.60632306,0.617897,0.57717294,0.605146,0.6136874,0.5775239,0.61709106,0.61534053,0.61986685,0.6172515,0.6198559,0.6194654,0.6168965,0.58811086,0.6194949,0.59897244,0.5049991,0.5510355,0.40414333,0.5993262,0.43007365,0.59894043,0.46371275,0.6168709,0.5394294,0.6030159,0.58645386,0.6174206,0.41372415,0.61367434,0.59337825
8,0.42523652,0.5242501,0.5702999,0.62572175,0.32972422,0.57262856,0.5611065,0.61530143,0.0,0.15853626,0.49509004,0.76651275,0.8071667,0.8954323,0.93931466,0.5735433,0.5804445,0.41002202,0.53429645,1.0825995,0.8820658,0.7855778,0.37763762,1.1135494,0.57855254,0.26733357,1.0728196,1.0974582,0.69426286,1.0144229,1.0393113,0.36844876,0.85959446,0.8307041,0.3992391,0.26265717,0.18068393,0.11525831,0.46111664,0.6299493,0.8151661,0.8275151,0.8487385,0.23434764,0.40460342,0.85856926,0.39435145,0.43940648,0.5362697,0.5328771,0.64120686,0.3384913,0.8350514,0.6511904,0.7473356,0.5212737,0.58621246,0.4748928,0.3761708,1.1269063,1.1323477,1.1287967,1.0740889,1.0252316,1.0730623,1.0239332,0.6840235,0.86403257,0.6988889,1.1023321,0.17983156,0.050795637,0.052606236,0.25173914,0.014890638,0.043153603,0.091226414,0.36530754,0.31410375,0.04084997,0.02953287,0.1940372,0.3246052,0.3123742,0.30793503,0.21872382,0.21956375,0.3367061,0.36536905,0.35788807,0.35199365,0.23041305,0.24325888,0.18977925,0.32718137,0.08603847,0.30562973,0.31132174,0.24466875,0.23763883,0.15524626,0.068151094,0.26078722,0.29971656,0.2688432,0.18310915,0.24694844,0.10913818,0.3607717,0.17720805,0.15391177,0.28045997,0.23064114,0.285624,0.36560485,0.2854937,0.18195507,0.28008425,0.23014131,0.34177056,0.3346036,0.16455306,0.20012203,0.14086714,0.38696918,0.223665,0.25514248,0.105297014,0.33275744,0.020085543,0.13836144,0.22359711,0.25329983,0.12924802,0.16940993,0.3575317,0.12474991,0.31685227,0.2990843,0.06264513,1.0603709,0.9956906,1.0242038,1.0989525,1.1188846,1.1225134,1.1281052,1.097699,1.0897026,1.1269535,1.1140223,1.1093423,1.1032691,1.1304251,1.1249738,1.1252893,1.1287268,1.1114432,1.1133535,1.1198714,1.0873798,1.1100154,1.1189364,1.0936112,1.1306971,1.0977751,1.1026055,1.1046705,1.1280866,1.1306682,1.1247847,1.1263171,1.1308562,1.127482,1.1277088,1.1325704,1.1283125,1.1339195,1.1275643,1.1089196,1.1315254,1.0825315,1.1091918,1.1228468,1.0594276,1.121632,1.1121862,1.1339033,1.1293207,1.1367632,1.1325577,1.1297685,1.1003993,1.1315819,1.1072277,1.0245202,1.0614712,0.92516994,1.0947685,0.96688056,1.1038054,0.998027,1.1323286,1.0498947,1.1096865,1.1005299,1.1295892,0.93259454,1.1229266,1.0993422
9,0.30782837,0.39428517,0.43221247,0.50174063,0.17118841,0.44359687,0.45547175,0.49802214,0.15853626,0.0,0.40688032,0.6756706,0.71717453,0.81745887,0.86427116,0.44228676,0.4396519,0.25171468,0.37883765,1.0141176,0.81653416,0.7060964,0.21934342,1.0444872,0.48204997,0.11060785,1.004906,1.0304309,0.59742635,0.94915295,0.9708668,0.24333872,0.79952675,0.7508213,0.26967084,0.10416266,0.04659158,0.0481325,0.33915576,0.5216743,0.72863865,0.74225044,0.7569017,0.09942289,0.2490454,0.7753907,0.24323496,0.29685298,0.41791186,0.43819892,0.54773486,0.18626013,0.77955484,0.5539492,0.6848699,0.43363905,0.46908027,0.32118562,0.22516513,1.0580227,1.0624168,1.0583336,1.0012114,0.95777845,1.0024649,0.9482657,0.5930216,0.7924901,0.61297935,1.0376874,0.33801937,0.20526074,0.21028657,0.40967694,0.17323957,0.15946332,0.24857181,0.5234703,0.4722263,0.12053226,0.1308634,0.35177043,0.4827098,0.47046337,0.4660183,0.37661332,0.37740424,0.49486992,0.52352864,0.5160379,0.5101402,0.38829377,0.40119982,0.34747812,0.48552483,0.24443334,0.46370828,0.46945092,0.40285406,0.3955835,0.010632196,0.2239135,0.41875598,0.45780888,0.42685464,0.34078866,0.40487677,0.2667999,0.51893044,0.33489507,0.31139448,0.438505,0.3885103,0.44371033,0.5237653,0.44353405,0.33959448,0.43810767,0.38802037,0.49990153,0.49272245,0.32244846,0.15509346,0.29818544,0.22856495,0.38151804,0.41323134,0.26219222,0.49087834,0.15316708,0.2956483,0.38145363,0.18644333,0.11431772,0.060903367,0.20140818,0.28254482,0.2921916,0.24154387,0.09623543,1.0012627,0.9375632,0.96180063,1.032625,1.053085,1.0561528,1.0601871,1.0303655,1.0263666,1.0595798,1.0483403,1.0459564,1.0405909,1.0621383,1.0577074,1.0582312,1.0598149,1.0477207,1.0492069,1.054026,1.0260984,1.0448673,1.0525295,1.0285071,1.0620146,1.0280395,1.0386113,1.0406438,1.0603336,1.0622458,1.0578842,1.0585847,1.0622965,1.0597392,1.0601606,1.0633768,1.0604534,1.0648885,1.05963,1.0430449,1.0625417,1.0152246,1.0428631,1.0551524,0.9987743,1.0553966,1.0481901,1.0648295,1.0608054,1.0667953,1.0637685,1.0609998,1.031254,1.063103,1.0395163,0.9514177,0.99209625,0.84892476,1.0308331,0.886842,1.0371058,0.91953516,1.0627592,0.9802484,1.0425318,1.0308092,1.0610466,0.8572328,1.0552038,1.0322008
