-5.000000000000001110e-01,5.243123314445865546e-01
-4.979959919839680449e-01,4.431923487526699956e-01
-4.959919839679360343e-01,3.755234671947498271e-01
-4.939879759519039681e-01,4.525852885385628355e-01
-4.919839679358718465e-01,4.550961615101464242e-01
-4.899799599198397804e-01,3.787479339530622768e-01
-4.879759519038077697e-01,4.917694096597675646e-01
-4.859719438877757036e-01,5.381668435697617436e-01
-4.839679358717435820e-01,4.942535770348659430e-01
-4.819639278557115158e-01,4.863369507255405066e-01
-4.799599198396795052e-01,5.033399665501961939e-01
-4.779559118236474391e-01,4.018747923117776955e-01
-4.759519038076153175e-01,3.813026504243645087e-01
-4.739478957915833623e-01,3.968496091813890070e-01
-4.719438877755512407e-01,4.056596123800082498e-01
-4.699398797595191746e-01,5.549869825213942232e-01
-4.679358717434870529e-01,2.531917743710941915e-01
-4.659318637274550978e-01,4.846154939330640232e-01
-4.639278557114229762e-01,2.919065862228596986e-01
-4.619238476953909101e-01,3.738249629263818985e-01
-4.599198396793588994e-01,3.938065509770738437e-01
-4.579158316633268333e-01,2.846471701385561159e-01
-4.559118236472947117e-01,3.780826154300740427e-01
-4.539078156312626455e-01,4.681577556712470667e-01
-4.519038076152306349e-01,3.530473622571164150e-01
-4.498997995991985688e-01,4.699739306203928324e-01
-4.478957915831664471e-01,2.963218879427551578e-01
-4.458917835671343810e-01,3.282590930667258489e-01
-4.438877755511023704e-01,4.182556244432927839e-01
-4.418837675350703043e-01,2.589625161706129441e-01
-4.398797595190381826e-01,2.433837970910496251e-01
-4.378757515030061165e-01,3.781205057726478858e-01
-4.358717434869741059e-01,3.283536927437868957e-01
-4.338677354709420397e-01,4.261915774880953300e-01
-4.318637274549099181e-01,2.269505573402348375e-01
-4.298597194388779075e-01,3.246205443671209556e-01
-4.278557114228458413e-01,3.731668450448930585e-01
-4.258517034068137752e-01,3.287249361800534952e-01
-4.238476953907816536e-01,3.349629119755525020e-01
-4.218436873747496429e-01,2.462964041872443000e-01
-4.198396793587175768e-01,2.981377507690304851e-01
-4.178356713426855107e-01,2.285488153577804882e-01
-4.158316633266535001e-01,2.323075243960964764e-01
-4.138276553106213784e-01,3.308297573504463962e-01
-4.118236472945893123e-01,1.638200692956049975e-01
-4.098196392785572462e-01,2.499601928747965385e-01
-4.078156312625252355e-01,2.683562200731782754e-01
-4.058116232464931139e-01,2.639833536145755888e-01
-4.038076152304610478e-01,1.316152733619843085e-01
-4.018036072144289816e-01,3.230239249191769746e-01
-3.997995991983969710e-01,3.392303474217877035e-01
-3.977955911823648494e-01,2.175641928649344470e-01
-3.957915831663327833e-01,2.035118715833225123e-01
-3.937875751503007171e-01,2.231438314743117157e-01
-3.917835671342687065e-01,1.122907612611389050e-01
-3.897795591182365849e-01,2.494620905966886681e-01
-3.877755511022045187e-01,2.408291680008913804e-01
-3.857715430861724526e-01,1.992562745428219095e-01
-3.837675350701404420e-01,2.367219043657000643e-01
-3.817635270541083203e-01,1.435676055814476548e-01
-3.797595190380763097e-01,2.879293307525762069e-01
-3.777555110220442436e-01,3.159789213214877490e-01
-3.757515030060121775e-01,4.344145505502328142e-02
-3.737474949899800558e-01,1.478049240440081347e-01
-3.717434869739480452e-01,2.297539165282610485e-01
-3.697394789579159791e-01,1.463019385203142564e-01
-3.677354709418839129e-01,1.129022845537820396e-01
-3.657314629258517913e-01,1.685036987723664836e-01
-3.637274549098197807e-01,2.699494823307255764e-01
-3.617234468937877145e-01,1.447476598643837598e-01
-3.597194388777556484e-01,1.340615804051235038e-01
-3.577154308617235823e-01,2.416209115179547284e-01
-3.557114228456915717e-01,1.217089241663565913e-01
-3.537074148296594500e-01,1.786468570547318224e-01
-3.517034068136273839e-01,1.127115132127547437e-01
-3.496993987975953178e-01,1.466865928747057568e-01
-3.476953907815633071e-01,6.331126709870482649e-02
-3.456913827655311855e-01,2.635399500313405641e-01
-3.436873747494991194e-01,1.616934406726461271e-01
-3.416833667334670532e-01,2.433065524969317828e-01
-3.396793587174350426e-01,8.231304361374491840e-02
-3.376753507014029210e-01,5.596719260373761440e-02
-3.356713426853709104e-01,8.552097967729854755e-02
-3.336673346693388442e-01,2.562525694646744512e-02
-3.316633266533067781e-01,3.145947559902773083e-02
-3.296593186372746564e-01,1.608472592626497555e-02
-3.276553106212426458e-01,6.798171748427728200e-02
-3.256513026052105797e-01,6.494567079344104599e-02
-3.236472945891785136e-01,8.168303549572153432e-02
-3.216432865731463919e-01,9.038833971593618344e-02
-3.196392785571143813e-01,1.031146404461028565e-01
-3.176352705410823152e-01,8.845940179763167599e-02
-3.156312625250502490e-01,3.575519002722693518e-02
-3.136272545090181829e-01,1.400736149997344748e-01
-3.116232464929861168e-01,2.248177765141479156e-02
