1.828154792041950527e-01,-3.013070174552298086e-01,2.130534628435097888e-01,1.468126813613211956e-01,1.989683019312166179e-01,5.314367701896300922e-01,4.950812656578649218e-01,4.879764121772005581e-01,3.067582680939447415e-01,3.351387986135682118e-01,2.498018988813993091e-01,-6.885462939025517592e-02,2.696574835455150532e-01,2.111754636996850953e-01,-2.182339838763522333e-02,1.769599330063515719e-01,5.514213044327274937e-02,7.717111038831117598e-02,1.335017339763110711e-01,8.284952716055371535e-02,3.241127781331059610e-01,-2.224739658473888770e-01,3.851725053350338324e-01,2.797917989836672392e-01,1.969979923092871066e-01,3.990792328232662944e-01,3.512072817060365448e-01,5.181916728570650221e-01,3.351555860881048066e-01,2.292678917539119898e-01
3.049225358561901134e-01,-5.139156260233840312e-02,2.828482247811783257e-01,2.846705816794548038e-01,-1.049045878403822019e-01,-7.883253844174228919e-02,-4.450130780747879600e-03,1.056205473660672967e-01,1.926115282880336288e-04,-1.290566521025228175e-01,5.009159650950004150e-02,-1.067347566886993199e-01,2.506435345080648691e-02,6.302399507260766920e-02,-6.173229460410870062e-02,-9.311547180633808485e-02,-3.356999076884847194e-02,3.038194577380085026e-02,-9.360469929886201801e-02,-9.082813952998786133e-03,3.102387119644826607e-01,-6.042705753182381345e-02,2.566800505315078307e-01,2.643081182915713034e-01,-5.658452106322819919e-02,-6.564896424477414949e-02,-2.443169592974619997e-02,2.453394391800891028e-01,-2.971727020994374691e-02,3.328205940444323163e-02
2.632736173082229625e-01,6.629528217277153024e-02,2.628081446208576644e-01,2.324966686359765111e-01,1.195244091804718023e-01,1.704159739194625045e-01,2.544533368856063404e-01,3.925489767895266047e-01,1.299905913262678347e-01,-5.913247350100625521e-02,1.232764598084317986e-01,-9.502153179478133038e-02,8.099424083713263611e-02,1.002859945571033251e-01,-3.028789170782422713e-02,1.095161861982883733e-01,1.622798902913133445e-02,1.663925538435110651e-01,2.754687384235485204e-02,2.681260221272127597e-02,2.597228812992390945e-01,-3.923859237580706871e-03,2.253039859864606753e-01,2.036022590701792589e-01,7.945193142306916645e-02,1.651628062823381760e-01,1.423414670095509427e-01,4.412157278398828875e-01,1.403990317809886701e-01,2.383695905025201567e-02
-1.281315604096057714e-01,3.687357097899396363e-02,-9.943358020811066122e-02,-1.140144660405875837e-01,4.165362354872336192e-01,5.507607380443628742e-01,3.575461203907609464e-01,2.797259151593078919e-01,3.966572579929344422e-01,7.296206857239303512e-01,3.274595102697244742e-02,-1.344886559959043715e-02,2.727893197410666271e-02,-2.448100121053120581e-02,7.033419756028602698e-02,3.687765581152528949e-01,6.241485771600001342e-02,1.302114589391730470e-01,5.500042386197512290e-01,1.870118753219068841e-01,-4.835253670147238170e-02,2.192901922723805574e-02,-4.179098886288429293e-02,-7.689813416615577657e-02,5.113346495106341205e-01,5.937993771897709383e-01,3.312392305878256726e-01,4.910439065340410081e-01,7.366931378326344593e-01,5.841150647829030929e-01
2.916706072272913230e-01,-1.673875044352771679e-01,2.980510442131455440e-01,2.723694151895290627e-01,3.556665888707116752e-02,8.729223917926259846e-02,2.558591475697675754e-01,2.752527541255106458e-01,-1.322539986863435768e-03,-8.356381301237958414e-02,1.274770754158915109e-01,-9.625915555715759686e-02,1.211864851004318677e-01,1.010517800101681518e-01,1.512397963636989973e-01,-6.520104245428398615e-03,6.309667589781818575e-02,1.336211956317284455e-01,-4.196401713530037436e-02,4.560673733702511057e-02,2.230811168026186064e-01,-2.400645841842757866e-01,2.238098876747917632e-01,1.706687160108005807e-01,3.322595242287096351e-02,-4.779719216533376280e-02,1.020858759552378536e-01,1.645834254343845893e-01,-1.058063693623190749e-01,-4.700129360618249263e-02
-7.938339438187141939e-02,-1.213949444082227935e-01,-6.495082158742104816e-02,-7.541425395151019062e-02,2.838288237331484387e-01,2.013956684167327316e-01,1.616698317309671895e-01,1.589008654575186363e-01,1.390815004171768732e-01,2.808001297003416274e-01,-2.559190883179995879e-02,-7.219179346380540097e-02,-3.058282178360902104e-02,-2.455571198643996533e-02,1.594387903698318842e-02,5.987218103110600320e-02,1.218758498872729579e-02,-8.072306925574035397e-03,1.558649786441820839e-02,4.446665193426405094e-02,-2.843080066447484233e-02,-5.136522384312441902e-02,-1.923010435668381923e-02,-3.415826000178301403e-02,3.086007130383368602e-01,2.625713887158064308e-01,2.103127130159407054e-01,2.044459683897111302e-01,2.137284226739514237e-01,2.653429278289480275e-01
1.951208415024582310e-01,2.334634744162505937e-02,1.909402709424663502e-01,1.633556293994972153e-01,-1.562048564664736405e-02,1.429058283916073702e-02,5.599972863818367119e-02,1.246563326543376760e-01,-8.898297562621004797e-03,-1.132605274184451671e-01,1.503818350931898640e-02,-9.804928992773749574e-02,1.479247859805238319e-02,2.535108632061383593e-02,-9.270078221331426449e-02,-8.755774656825715541e-02,-2.362049581935351389e-02,-2.663642891837569859e-02,-9.641890541131765968e-02,-5.582631546620304280e-02,2.351764565393670847e-01,5.284586357691817282e-02,2.287902153803548777e-01,1.782876700021493455e-01,7.813118916592065588e-02,3.235591061762133069e-03,8.483347978910363296e-02,2.700817072213262393e-01,3.198192158978030442e-02,-1.743521075682707977e-03
-1.974971555182730709e-02,5.209169745853409195e-02,-1.222467964837048449e-02,-3.265709594514754066e-02,2.034821594738726036e-01,1.845255377499024352e-01,1.138866959413492586e-02,5.432830084519257863e-02,1.941320054676818896e-01,2.466805003827342579e-01,6.457647791453355324e-02,3.539307216561468628e-02,4.664471437998707337e-02,1.984116659734255772e-02,5.996604309178144021e-02,3.613919217659822269e-02,-1.771140491026261532e-02,5.084036592913329655e-02,-7.995579965345196716e-02,5.586750596187484152e-02,2.813269986914296306e-02,6.563904054919972308e-02,1.662825512336996159e-02,4.034819038720327544e-03,2.181298684236632757e-01,1.105402645392679351e-01,-3.505178357861238325e-03,1.408720852281989955e-01,5.819915005419973308e-02,2.043433213747961052e-01
-5.335282028939186683e-02,8.557157571352230763e-02,-3.088268531487592394e-02,-5.730184674048155458e-02,2.793149661904926750e-01,2.725569468659075345e-01,2.275086321058500116e-01,2.217239270877373047e-01,2.719097832454596131e-01,2.336223706438967929e-01,-3.580375022234855154e-02,-4.748351906493694652e-02,-2.167738899842314160e-02,-2.991621015789373145e-02,-4.453135637111416134e-02,7.166357106325069171e-02,9.182534483676785264e-03,8.786946720949928569e-03,1.249087114071698035e-02,-1.585888728781986723e-03,-2.771931009172495797e-02,1.346688912954683848e-01,-5.285186781107342746e-03,-3.472353723339921538e-02,2.504880537238021732e-01,2.773185047814310522e-01,2.131082401724902764e-01,3.140679615168588401e-01,2.911973759560330111e-01,1.525264513761079299e-01
-7.891011121655350236e-02,1.606476663459199261e-01,-5.527630013071449522e-02,-7.592326773730023737e-02,2.007738449482788790e-01,4.148795037642573624e-01,3.245095693129727010e-01,1.814654777835623678e-01,1.102936216292982885e-01,4.134875770465927802e-01,-3.895421192794334964e-02,8.445601417410122935e-02,-3.896994895695869016e-02,-3.062596252902697463e-02,3.672063420162963165e-03,3.506763988939352039e-01,1.149906152917575947e-01,4.780948886908406581e-02,-3.732057704974847678e-02,2.171377683888057741e-01,-4.194912154672320037e-02,3.998607889500525592e-01,-4.786698866367117278e-02,-4.158059582561313139e-02,3.495437230099407988e-01,7.797876765174188707e-01,6.651849174887841665e-01,3.656143532694361986e-01,2.888319117336793918e-01,8.104039274354021272e-01
