,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177
0,0.0,0.44471177,0.27517328,0.22566624,0.4645635,0.01587963,0.3348115,0.236658,0.35589072,0.23768032,0.02056415,0.4242159,0.33007497,0.031149777,0.05916077,0.099651515,0.16089469,0.2281215,0.12301327,0.26190785,0.046212737,0.2067458,0.26246256,0.35798654,0.17479953,0.61866355,0.24356394,0.47935143,0.22861412,0.3518602,0.31041378,0.13182999,0.24280338,0.23205768,0.31426635,0.113490485,0.32386547,0.46163023,0.51494795,0.10499407,0.15230817,0.4078434,0.18201119,0.45560652,0.20130801,0.15923244,0.0095870625,0.2023536,0.06235445,0.050626144,0.3158173,0.16587768,0.1477535,0.030456431,0.351707,0.101042196,0.08540501,0.06289417,0.026963715,1.0927244,1.0807859,1.0853463,1.0025609,0.47823924,1.0395933,0.7188266,0.41249242,0.98167205,1.0445124,0.8618494,1.0843573,0.49199283,1.0360167,0.5030688,0.4769506,1.084508,1.0287393,1.0713362,0.8898419,0.80743766,0.9961012,0.64501274,1.00043,0.9994957,0.84475255,0.9337452,1.0261008,0.9670289,1.0057153,0.9967305,1.0580404,1.0397416,1.060797,0.83733183,0.8953657,0.40574265,1.0564656,0.8922038,0.25464803,0.63478005,0.90450823,1.0699773,0.89745694,1.0607288,0.87905616,0.9872795,1.0130123,1.0464011,0.99586296,0.4852248,0.63201064,1.0082254,0.96298,1.0005581,0.9575859,0.95962787,1.0432804,0.99941146,1.089953,1.0046042,0.64678675,0.6526677,1.0015281,0.7437347,0.5275444,0.92692393,0.88645846,1.054338,0.96567583,1.0038338,1.0891818,1.0903496,1.0912584,1.0863013,1.081767,1.0811847,1.0825076,0.9930357,1.080854,1.012388,1.0685608,1.0770973,1.0653584,1.046993,1.0727812,1.0818946,1.0962499,1.0676845,1.0589998,1.070144,1.0585821,1.0723882,1.0126104,1.0279672,1.0849202,1.0217631,1.0496668,0.99055517,0.92927665,0.9475701,1.0468268,1.0582767,1.0360104,1.0853813,1.0805538,1.0739856,1.0009817,1.0803195,1.0191333,0.9923193,1.0938562,1.0918914,1.0600048,1.0462298,1.0368065,1.0537398,1.0475129,0.982331
1,0.44471177,0.0,0.7178723,0.67003274,0.79608005,0.42960137,0.11541854,0.20812571,0.090949945,0.20788346,0.42536312,0.035546314,0.11505838,0.47583663,0.5038391,0.34546214,0.6016554,0.65908986,0.5676318,0.18374974,0.4012337,0.4039138,0.18239488,0.15214342,0.33400476,0.9769314,0.2022238,0.15087,0.6651602,0.09293008,0.75192326,0.3131396,0.3014679,0.66346335,0.2309522,0.40195188,0.25438005,0.27345762,0.2392353,0.33974344,0.588511,0.1974602,0.26455665,0.42626676,0.27992603,0.2930908,0.45422894,0.24254681,0.46594188,0.49448338,0.13249603,0.27958074,0.5921989,0.4699716,0.09637625,0.5339816,0.35978475,0.38421056,0.41789415,0.93902534,0.9381115,0.9411017,0.84560037,0.5501073,0.9353403,0.7335911,0.2269704,0.83292675,0.9053212,0.6995722,0.93704027,0.7670845,0.907447,0.9217522,0.40984043,0.93583643,0.87313783,0.93485296,0.759944,1.0342519,0.8795727,0.50326,0.93093836,0.9704528,0.75044084,0.8000325,0.9433775,0.9900496,0.9317819,0.91484886,0.9359897,0.945017,0.9419491,0.75690025,0.79264045,0.69893014,0.92626613,0.755323,0.46892172,0.89652544,0.74606377,0.91834176,0.8642974,0.9312826,0.7463203,0.9882687,0.88140184,0.9393496,0.90667397,0.7328677,0.8586082,0.89813167,0.993318,0.95279145,0.94886005,1.0660962,0.90946555,0.93032306,0.9397468,0.8850658,0.7629723,1.0242819,1.180713,0.8252738,0.8279159,0.8895853,0.94980717,1.2480646,1.0016402,0.93393767,0.9378072,0.94124126,0.9446429,0.9392503,0.94163465,0.9425879,0.94454306,1.0098996,0.94084305,0.95991474,0.9399146,0.9262557,0.94279444,0.92540205,0.92439497,0.9378738,0.94531,0.9404635,0.9369439,0.9401164,0.9393063,0.9400688,0.9619047,0.93930596,0.94388646,0.9540616,0.9337718,1.0104136,1.155384,1.0530202,0.946087,0.9294343,0.9494958,0.93800473,0.93895394,0.9429054,0.94734937,0.93635845,0.93663067,0.9414311,0.94469243,0.9447562,0.9234634,0.9295111,0.93684393,0.9265991,0.9328841,1.0055163
2,0.27517328,0.7178723,0.0,0.05394442,0.35178557,0.2908773,0.60968965,0.5106367,0.6302128,0.51226497,0.2954153,0.69532514,0.60401464,0.24469028,0.21736056,0.3728413,0.1163923,0.08307238,0.15349685,0.53416723,0.31685328,0.38722578,0.5364554,0.6161658,0.40979555,0.4376679,0.5156915,0.73505396,0.06402361,0.62496865,0.036561318,0.4065447,0.47217953,0.079442896,0.5568772,0.33203107,0.557406,0.68698794,0.75418705,0.3794796,0.13186555,0.6523686,0.4570788,0.62288475,0.4543142,0.42621008,0.26559123,0.47665873,0.25516883,0.22459725,0.5906091,0.44073027,0.12855627,0.24821751,0.6232213,0.18541837,0.35856104,0.3337845,0.3021025,1.22603,1.2092052,1.2142699,1.143826,0.58443546,1.1508147,0.80121416,0.64939713,1.120454,1.1736822,1.0176291,1.2149334,0.4334426,1.1603234,0.2563443,0.6546137,1.2157718,1.1673975,1.1971959,1.027325,0.72686195,1.1172811,0.81846154,1.0960162,1.0723002,0.96906185,1.0690413,1.1267718,1.0119004,1.103288,1.0994222,1.177305,1.1458318,1.1781706,0.9553273,1.0185822,0.36216125,1.1801121,1.0329018,0.3815625,0.55184776,1.0545281,1.2037394,0.9828911,1.1836748,1.0189961,1.0435343,1.1406485,1.158591,1.1025813,0.45596558,0.581296,1.1250422,1.0037427,1.0839888,1.022541,0.95115817,1.1697663,1.0948644,1.2216454,1.1266598,0.6784889,0.451782,0.93707883,0.7804845,0.4314689,1.0115646,0.91483825,0.97455364,1.0026597,1.0993463,1.2215258,1.2214504,1.2210131,1.2166104,1.2088021,1.2074622,1.2083657,1.0391237,1.2078886,1.0974312,1.1905279,1.2099719,1.1843605,1.166833,1.2046885,1.2109354,1.2279074,1.1889671,1.1781967,1.1927217,1.1763444,1.1960053,1.0966356,1.1317179,1.2122089,1.114524,1.1663057,1.0350469,0.8354626,0.9410612,1.1556045,1.1810842,1.1379437,1.2159197,1.2084327,1.1968429,1.0876846,1.2094359,1.1202605,1.0782567,1.2247548,1.2218726,1.1866932,1.1635627,1.1459483,1.1759883,1.1636443,1.0255775
3,0.22566624,0.67003274,0.05394442,0.0,0.378475,0.24112354,0.56044054,0.4621737,0.5815327,0.4633407,0.24554814,0.6485445,0.5556217,0.19473195,0.16693579,0.32457063,0.07426875,0.08130383,0.1027303,0.48666507,0.26890013,0.3565001,0.48799714,0.5735623,0.37021554,0.48008245,0.4682219,0.6935593,0.059287615,0.5771128,0.09043462,0.35748634,0.4348274,0.080128066,0.51775026,0.29260424,0.5202787,0.6527327,0.71706027,0.33057582,0.0942357,0.6134471,0.40758818,0.60007405,0.41188455,0.38019064,0.21609388,0.42795056,0.21250738,0.17555848,0.5414707,0.3915414,0.07791315,0.20022342,0.5761793,0.14312471,0.31024805,0.28597987,0.25261682,1.2143735,1.1985035,1.2034825,1.1301932,0.573003,1.143413,0.7973334,0.61226285,1.1072432,1.1626881,1.0003864,1.2038051,0.45119664,1.1502805,0.30841994,0.63011575,1.2045035,1.1544038,1.1869789,1.0139498,0.7536444,1.1076962,0.7963227,1.0915253,1.0722302,0.9580681,1.0563241,1.1214025,1.0169735,1.098433,1.0935166,1.1683687,1.1394515,1.1696259,0.9455325,1.0080937,0.3742491,1.1702855,1.0188882,0.36019722,0.5770026,1.0386727,1.1919063,0.97980565,1.1740066,1.0050691,1.0465664,1.1298366,1.1510252,1.0958761,0.46834686,0.60061127,1.1163856,1.009566,1.0818697,1.0237458,0.9661039,1.1593121,1.0903947,1.2103093,1.1169367,0.6831409,0.49791953,0.96239066,0.7853451,0.45690995,1.0088098,0.922474,1.0028552,1.0092099,1.0948864,1.2100536,1.2102368,1.2100778,1.2055439,1.1983858,1.1971979,1.1981915,1.044117,1.197469,1.0950578,1.1810884,1.1983469,1.1755065,1.157736,1.1932454,1.2001113,1.2166011,1.1796625,1.169278,1.1831651,1.1677126,1.1862471,1.0944614,1.1257488,1.2017529,1.1106896,1.1578629,1.040328,0.86551094,0.9555692,1.1487207,1.1714342,1.1323701,1.2048029,1.1978402,1.1872445,1.0849315,1.1985905,1.1147691,1.0756087,1.2135953,1.2108933,1.1762642,1.1549664,1.1389487,1.1664332,1.1552944,1.0310467
4,0.4645635,0.79608005,0.35178557,0.378475,0.0,0.47679994,0.71903145,0.6261838,0.7295237,0.6329152,0.4808363,0.76356286,0.70340914,0.4498831,0.43785265,0.51839423,0.36375886,0.30110466,0.40725657,0.63454664,0.47741073,0.39262852,0.6473107,0.6522295,0.4697026,0.1832155,0.6191622,0.7433433,0.32070622,0.71493715,0.34023008,0.5511877,0.49477053,0.3008731,0.57283115,0.42195517,0.5564501,0.63835967,0.7203617,0.5295361,0.351973,0.6487584,0.5951634,0.49914718,0.52364856,0.5353258,0.45856532,0.60163337,0.40499818,0.43140635,0.7012095,0.5788083,0.3957707,0.43663713,0.7039999,0.3772931,0.5087447,0.48717052,0.48162556,0.9810273,0.9597155,0.96506834,0.91250056,0.3921109,0.88649213,0.536106,0.63079685,0.8877098,0.92689335,0.8135555,0.96749437,0.10640537,0.90901434,0.25990537,0.53697383,0.9690421,0.93161964,0.9455723,0.7997903,0.37550613,0.8651271,0.66185814,0.81955063,0.77710545,0.73122317,0.8357646,0.8534428,0.69836473,0.8282862,0.8295228,0.9197741,0.876714,0.91864645,0.7116587,0.77539986,0.10653235,0.9270267,0.8087489,0.32836354,0.20010833,0.8400668,0.9603942,0.7039464,0.92966044,0.7950702,0.736764,0.89406765,0.89482903,0.83644515,0.15214173,0.23678619,0.86784357,0.6877473,0.7971963,0.723509,0.61023766,0.9202769,0.8183376,0.9750875,0.8748777,0.38132644,0.23632938,0.5853277,0.47574222,0.07990705,0.72999406,0.59472984,0.6243887,0.68419623,0.8226309,0.97569,0.9742548,0.9723728,0.968795,0.957843,0.95576006,0.9561705,0.7252666,0.95697516,0.8113609,0.93512887,0.9653146,0.9261938,0.910453,0.9592386,0.9620297,0.98099726,0.93293226,0.9205496,0.9378509,0.91731346,0.9420611,0.80971694,0.86107415,0.9613498,0.834476,0.9066461,0.7202642,0.48747748,0.601184,0.8886096,0.92705977,0.8652343,0.9683893,0.95839924,0.9420555,0.8035797,0.960689,0.8477097,0.7939712,0.97717243,0.9734352,0.9365079,0.9047605,0.87981623,0.92164403,0.9036057,0.71033907
5,0.01587963,0.42960137,0.2908773,0.24112354,0.47679994,0.0,0.31931752,0.22148862,0.34056,0.22232552,0.004717102,0.40947434,0.3148504,0.046393335,0.07430847,0.08515144,0.17675762,0.24389248,0.13840848,0.24711874,0.03472616,0.20533548,0.24726695,0.34520102,0.16715345,0.63251835,0.22883287,0.4665794,0.24449003,0.33680633,0.3261852,0.11653055,0.23463461,0.24784458,0.3036849,0.11141511,0.3143143,0.45217207,0.5038923,0.08987982,0.16814022,0.39655796,0.16646765,0.4515125,0.1902676,0.14599486,0.025364617,0.18712085,0.07239295,0.06642882,0.30035922,0.15046698,0.16322953,0.045852818,0.33695632,0.11655566,0.07106462,0.05019373,0.011873165,1.0889742,1.0773878,1.0819067,0.99841326,0.47868556,1.0374213,0.7194397,0.40204027,0.9777367,1.0411249,0.8569524,1.0808067,0.501805,1.0329748,0.51874256,0.47182217,1.0809104,1.0247267,1.0681275,0.88619184,0.81674445,0.99334645,0.6394034,0.9993601,0.99987715,0.8421346,0.93015003,1.0246482,0.9691917,1.0045055,0.9952052,1.0552988,1.037908,1.0581771,0.83516824,0.892693,0.41571668,1.053432,0.8883214,0.2569894,0.64482075,0.8999339,1.0662326,0.897284,1.0577351,0.87525815,0.9887085,1.0097865,1.0441524,0.9940745,0.49371177,0.64056975,1.0057405,0.9653972,1.000268,0.95855075,0.96486026,1.0400777,0.99835235,1.0863173,1.0017736,0.6508652,0.6670604,1.0095901,0.7470707,0.5387142,0.9267263,0.8898038,1.0630566,0.96831024,1.0027616,1.0855029,1.0867536,1.0877528,1.0827659,1.0784612,1.0779314,1.0792804,0.99506533,1.0775499,1.0119702,1.0656196,1.0734016,1.0626217,1.0442325,1.0691588,1.0784527,1.0926068,1.0647907,1.0562611,1.0671589,1.0559402,1.0693291,1.0122569,1.0263096,1.0815921,1.0208318,1.0471158,0.99268585,0.9389013,0.9527242,1.044803,1.0552965,1.0344561,1.0818317,1.077193,1.0709751,1.0004821,1.076875,1.0176648,0.9918871,1.0902685,1.0883693,1.0567592,1.0436388,1.0347773,1.0508053,1.0449997,0.9845548
6,0.3348115,0.11541854,0.60968965,0.56044054,0.71903145,0.31931752,0.0,0.1003705,0.025629045,0.09759181,0.3149074,0.107445404,0.022354223,0.36571035,0.39356583,0.23720993,0.4941829,0.5552658,0.45772368,0.084736474,0.29320177,0.32909554,0.07527134,0.14150871,0.249333,0.89604706,0.10136305,0.21816957,0.5595846,0.0386395,0.6444857,0.2031463,0.23711695,0.55954415,0.19494385,0.30698797,0.22304313,0.29905182,0.29615405,0.23021404,0.48251656,0.21387993,0.15286928,0.41860396,0.19557041,0.1923102,0.34439418,0.13336092,0.36225316,0.3852058,0.019244786,0.16897705,0.48253998,0.36155537,0.055860713,0.42816222,0.25138846,0.27652362,0.30784914,0.9902559,0.9863954,0.9898548,0.89597154,0.5252754,0.97333884,0.73406464,0.24040762,0.8808047,0.95208395,0.7478191,0.9865407,0.70274293,0.9514071,0.82346874,0.41215283,0.9856764,0.9236904,0.9814319,0.8008835,0.987899,0.9197405,0.53712386,0.9595833,0.98916775,0.7812788,0.8430572,0.9757961,0.9954504,0.9616276,0.9464661,0.9787443,0.9806619,0.9839596,0.78411424,0.82699764,0.62810105,0.9710151,0.79806644,0.4002468,0.8387364,0.7945331,0.96866685,0.8817105,0.97592235,0.78766656,0.9994209,0.92566466,0.97817,0.94007444,0.67395467,0.80865055,0.9369562,0.996867,0.97610784,0.96175593,1.0512167,0.9548677,0.9588478,0.99006134,0.92615753,0.73785317,0.9402986,1.1488299,0.8112293,0.7591008,0.9087368,0.94379234,1.2132646,1.0038835,0.96275187,0.9883995,0.99128944,0.9940864,0.9887178,0.9893035,0.98986506,0.9916859,1.0173082,0.98846596,0.9846227,0.984497,0.97650784,0.9858095,0.96783763,0.9739604,0.9865118,0.995913,0.9846763,0.9797174,0.98507017,0.9813824,0.9856317,0.9861836,0.97322613,0.99183387,0.9826956,0.9748446,1.0170472,1.1110235,1.0381693,0.9833534,0.9738794,0.9830419,0.9875375,0.9869667,0.9881888,0.9721119,0.98495436,0.9688574,0.965343,0.9948135,0.99433964,0.96985334,0.97072375,0.97372764,0.97053814,0.97360265,1.0111825
7,0.236658,0.20812571,0.5106367,0.4621737,0.6261838,0.22148862,0.1003705,0.0,0.119600855,0.009770382,0.21723945,0.18942453,0.093449466,0.2677611,0.29575315,0.13779713,0.39475074,0.45499524,0.35964146,0.030881807,0.19379091,0.24306965,0.025828557,0.15473711,0.15923183,0.80081964,0.020446101,0.26759422,0.45960584,0.11545612,0.5451239,0.105016485,0.16721715,0.4592856,0.16311914,0.20871583,0.1890619,0.30396864,0.32743838,0.13166451,0.38259298,0.22538635,0.05796304,0.38421434,0.110251956,0.093076006,0.24619408,0.03446142,0.2618995,0.2866299,0.08113031,0.0717174,0.38428643,0.26243922,0.11738394,0.3281537,0.15208842,0.1769207,0.20980175,0.9930213,0.9864361,0.9902971,0.8990293,0.47166348,0.9640777,0.6959994,0.24386624,0.88173616,0.9510904,0.75120103,0.9877181,0.61710805,0.94783163,0.7232507,0.3868085,0.9871818,0.92657113,0.9799386,0.7966387,0.9116646,0.91308093,0.5331194,0.9421435,0.96279323,0.76831657,0.84005046,0.96150744,0.9578579,0.9452218,0.9318044,0.97375196,0.96920013,0.9782284,0.76790935,0.81640506,0.53923,0.96794295,0.79551035,0.31640932,0.75612015,0.79730046,0.9708127,0.8555162,0.972695,0.784014,0.9665511,0.9226758,0.9695985,0.92707455,0.5920175,0.73131657,0.9288661,0.9577441,0.9538323,0.9307498,0.9970355,0.9525818,0.94131094,0.991966,0.92025894,0.67927676,0.8437305,1.0815263,0.76019436,0.67043513,0.88367504,0.8975075,1.1436136,0.9636277,0.9454245,0.990583,0.99293065,0.99513054,0.9898412,0.9887393,0.9889299,0.9906065,0.98115206,0.9878678,0.96346045,0.9811228,0.9784992,0.9809788,0.96267456,0.9753349,0.98688215,0.9980276,0.9809594,0.97473156,0.9820324,0.9757395,0.9831511,0.9646316,0.9603036,0.9915024,0.9649855,0.9683573,0.98025477,1.0354394,0.9841139,0.9733202,0.970495,0.96967643,0.98873466,0.9867481,0.98542196,0.95113546,0.985302,0.9544765,0.94370425,0.9964862,0.99551237,0.96831214,0.9644102,0.9634565,0.96672493,0.96680635,0.9736518
8,0.35589072,0.090949945,0.6302128,0.5815327,0.7295237,0.34056,0.025629045,0.119600855,0.0,0.11823722,0.336227,0.08185083,0.027042387,0.38692313,0.41486838,0.25737485,0.5143515,0.57406956,0.47890276,0.09917198,0.31338271,0.33782494,0.093814924,0.12914594,0.26061693,0.90781677,0.117102616,0.19533579,0.57905126,0.021203093,0.66472477,0.22406185,0.24186243,0.5783866,0.19093703,0.32214242,0.21849614,0.283547,0.2755137,0.25096285,0.5020856,0.19864142,0.17456725,0.41081768,0.20618676,0.2090695,0.36545295,0.15360725,0.38077188,0.40605178,0.041547127,0.19011815,0.50362307,0.3820001,0.04020471,0.4476086,0.2716518,0.29652154,0.32896605,0.9724037,0.9690591,0.9724383,0.8781825,0.5218957,0.95785725,0.72567874,0.22630043,0.86343735,0.93498707,0.7302159,0.96898925,0.7097032,0.93481255,0.8405158,0.40219763,0.9680644,0.9058972,0.96439487,0.78465813,0.9906152,0.9038034,0.52160734,0.9458548,0.9774177,0.7668952,0.8265114,0.9613638,0.98642606,0.9476708,0.9321549,0.96239436,0.9656263,0.96775,0.77042586,0.81202143,0.63669926,0.954297,0.78151137,0.4075568,0.8441701,0.7769575,0.95095485,0.87008995,0.95922846,0.7713485,0.98921144,0.9089897,0.9625409,0.9254185,0.6794226,0.81204534,0.9212847,0.9882321,0.96343285,0.9511479,1.0466267,0.9380169,0.9451416,0.97236955,0.9100583,0.7351374,0.9529974,1.1482147,0.806139,0.7673551,0.8968053,0.93713415,1.2133856,0.99553114,0.9489942,0.9706575,0.9736455,0.9765514,0.97117406,0.972079,0.9727108,0.9745572,1.0078899,0.97124887,0.9716843,0.9678213,0.9588155,0.96941876,0.9515354,0.9563866,0.9691128,0.97817546,0.96806747,0.9633649,0.968328,0.96515846,0.96878046,0.9733307,0.9585072,0.974562,0.9689937,0.9587978,1.0077895,1.1133629,1.0335596,0.96801764,0.9572187,0.96840346,0.9699812,0.969679,0.9713901,0.9591494,0.9675615,0.95445436,0.9525394,0.97715974,0.9767802,0.9528396,0.9546474,0.9584537,0.9539657,0.9576196,1.0021201
9,0.23768032,0.20788346,0.51226497,0.4633407,0.6329152,0.22232552,0.09759181,0.009770382,0.11823722,0.0,0.21798979,0.19068776,0.092832536,0.26869467,0.2966335,0.13962722,0.3966372,0.4578483,0.36068583,0.03704947,0.1956328,0.2512168,0.026406229,0.16167806,0.1670836,0.8069698,0.029719776,0.27281243,0.4620054,0.11583557,0.5469674,0.105854586,0.17672876,0.4621115,0.17249076,0.21426149,0.19858393,0.31233624,0.33430365,0.13282543,0.38493168,0.23308627,0.05671664,0.3939312,0.11902942,0.09855461,0.24724835,0.03578242,0.26507872,0.28791916,0.07841441,0.07188531,0.38542783,0.26407024,0.11932953,0.3305965,0.15382476,0.17893313,0.21074484,1.0019759,0.9954919,0.99933887,0.9079524,0.48133957,0.97343093,0.70576906,0.25210726,0.89073724,0.9601769,0.76006866,0.9967322,0.62493956,0.95700675,0.72705925,0.3963813,0.9961834,0.93550754,0.98904806,0.8058038,0.9202872,0.922349,0.54217064,0.9516953,0.97249466,0.77773625,0.849184,0.9709912,0.9676283,0.95475185,0.9412933,0.9829779,0.97861415,0.98747844,0.777409,0.82577044,0.54667395,0.97710466,0.80461687,0.32467225,0.7642324,0.8062078,0.9797869,0.8652081,0.9818628,0.7931555,0.9763092,0.93182635,0.97893286,0.9365223,0.6002544,0.73989844,0.93818,0.967513,0.9634751,0.94049495,1.0066262,0.96171397,0.95086473,1.0009534,0.9295045,0.6887957,0.8495022,1.0906564,0.76986754,0.6778515,0.893354,0.9072344,1.1526173,0.97339374,0.95497435,0.9995595,1.0019282,1.0041509,0.99885774,0.9978174,0.99802125,0.9997032,0.9909215,0.99694693,0.9730854,0.99029696,0.98748076,0.9902007,0.9719041,0.98433924,0.99592596,1.0070082,0.99014497,0.98395747,0.99119544,0.9849864,0.9922954,0.97426337,0.9697539,1.0005726,0.9745454,0.9776293,0.99002486,1.0440886,0.99370843,0.9826963,0.9796677,0.97913885,0.99774814,0.99581337,0.9945764,0.9607561,0.9943463,0.96396154,0.9533356,1.0054833,1.004528,0.9774212,0.9736762,0.9728378,0.97591126,0.97608757,0.9834222
