,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149
0,0.0,0.057288792,0.11683955,0.13028882,0.033423446,0.12324666,0.146919,0.02578486,0.17195545,0.046085134,0.113748595,0.07970956,0.07927418,0.1948048,0.2459005,0.20518953,0.08334566,0.026439799,0.23668917,0.034827895,0.13340338,0.06288058,0.15433499,0.10086752,0.07031153,0.016193561,0.07640661,0.04159791,0.0357478,0.10362827,0.076369435,0.10507456,0.047541697,0.13852358,0.05270426,0.04290001,0.14066276,0.0563776,0.17581972,0.008910582,0.05220267,0.16029575,0.17698215,0.14455882,0.09130054,0.09670083,0.017559342,0.13505906,0.075707056,0.030143473,0.9093885,0.85410875,0.9286077,0.63275063,0.87216836,0.71276885,0.86696595,0.43939072,0.85263157,0.6318889,0.44925597,0.7531774,0.6467539,0.8113312,0.610255,0.86620164,0.7343319,0.6224838,0.82229257,0.58640784,0.83151764,0.7311997,0.86688375,0.7784253,0.80544144,0.85527605,0.8995354,0.94037235,0.7936608,0.5307607,0.5587287,0.5179662,0.646636,0.8489273,0.71239257,0.8078646,0.90101916,0.79686606,0.6611338,0.6345394,0.65083176,0.80354816,0.6567693,0.4345627,0.6685771,0.66383547,0.68474203,0.77630436,0.44686836,0.6742368,0.95490235,0.840348,1.0252287,0.9332135,0.9758636,1.0552063,0.7286705,1.0277731,0.9819438,1.0425293,0.9435543,0.93624675,0.9936398,0.8267099,0.85362047,0.9452298,0.9517122,1.0623953,1.0662171,0.8303097,1.0122471,0.81018186,1.0540999,0.8964237,0.9911096,1.0174745,0.8763848,0.8676365,0.95561177,0.994295,1.0316833,1.0538372,0.95700794,0.8811796,0.8762552,1.0566943,0.94192255,0.9405718,0.8464574,0.9985994,0.9921516,0.99513066,0.840348,1.0093037,0.9945177,0.97865134,0.9082306,0.948071,0.9204707,0.8493208
1,0.057288792,0.0,0.059568066,0.07360489,0.024406778,0.17406073,0.09263822,0.033218317,0.11484839,0.02124384,0.17103465,0.027204512,0.027414162,0.13803905,0.30294698,0.26110336,0.13619733,0.053216174,0.29367962,0.061141174,0.19065274,0.07406373,0.09713249,0.11226059,0.035887957,0.043841664,0.06976588,0.09884736,0.092901856,0.04832928,0.022902284,0.15840791,0.10370406,0.19579516,0.008088366,0.01895536,0.1976658,0.015981702,0.11859593,0.06530197,0.023666946,0.10373683,0.11980428,0.13356203,0.11325254,0.04462858,0.06904742,0.078032866,0.13298802,0.027157139,0.951685,0.8919958,0.9695534,0.6569418,0.9111525,0.7429428,0.9028591,0.44283834,0.8942971,0.6435336,0.45915574,0.7837278,0.68865615,0.84723073,0.6352721,0.9075015,0.7587813,0.6603271,0.858719,0.61734265,0.8597715,0.7683695,0.9043028,0.817005,0.8459228,0.89599854,0.9411036,0.9789561,0.8266598,0.5664951,0.58660567,0.54830134,0.6801055,0.8818657,0.7313514,0.8392237,0.94114137,0.8367991,0.6875548,0.6584374,0.67779565,0.83930933,0.6904724,0.44250253,0.69569176,0.6949791,0.71415514,0.8147016,0.4547131,0.70355743,0.9871756,0.86697364,1.0637825,0.9685736,1.0110856,1.0946499,0.73158145,1.0675968,1.0201931,1.0804464,0.9789032,0.9717022,1.0309149,0.8500385,0.8757229,0.978297,0.98855335,1.1016983,1.1054653,0.8645095,1.0494069,0.8304384,1.0938288,0.93115896,1.0278729,1.0571455,0.9097343,0.8996414,0.9902843,1.0349083,1.0714523,1.0937105,0.9912003,0.9184652,0.9128272,1.0959705,0.9738183,0.97661746,0.8766765,1.0362927,1.0278267,1.0319619,0.86697364,1.0461019,1.0299102,1.0143303,0.94245785,0.98359996,0.9511795,0.8785391
2,0.11683955,0.059568066,0.0,0.017556967,0.08364664,0.22951901,0.043307785,0.09213818,0.055526085,0.07574639,0.23058726,0.04232675,0.045158397,0.080437064,0.36245668,0.31940687,0.1933873,0.109119214,0.35285458,0.114809014,0.2501236,0.117412455,0.038381938,0.14721468,0.06558465,0.10282824,0.10268212,0.1583519,0.15246874,0.02206801,0.043681305,0.21555111,0.16308622,0.25535887,0.06464997,0.07630562,0.25717708,0.06512357,0.059061136,0.124720015,0.07197785,0.046019863,0.06033686,0.14516154,0.15517542,0.0345338,0.1276791,0.019493468,0.19251083,0.08669614,0.9959372,0.93202865,1.0124415,0.684513,0.9522206,0.7759078,0.94090354,0.45213243,0.93803364,0.6587642,0.47465503,0.8168946,0.7331366,0.8854287,0.6637881,0.9508533,0.7860515,0.70104593,0.8974019,0.6516842,0.8903978,0.8080438,0.94384646,0.8579054,0.8886045,0.9388066,0.9846564,1.019491,0.8620758,0.605694,0.61821944,0.5825408,0.71654826,0.9170533,0.75331694,0.8729864,0.983269,0.8789675,0.71712524,0.6857124,0.7079497,0.87739444,0.727093,0.4563188,0.7258959,0.7291053,0.7465084,0.85543054,0.46823627,0.73587185,1.0214295,0.89595956,1.1041373,1.0059367,1.048221,1.135844,0.7372923,1.1092107,1.0603199,1.120139,1.0162325,1.009153,1.0700537,0.87580514,0.9001666,1.0133616,1.0273428,1.1427413,1.1464481,0.90098965,1.0883976,0.8532159,1.1353086,0.96799064,1.0665084,1.0986235,0.94525063,0.93385595,1.0269175,1.0773586,1.1130058,1.1353347,1.0273541,0.9578447,0.9515165,1.1369954,1.0077286,1.0146428,0.909193,1.0758379,1.0653793,1.0706574,0.89595956,1.0847383,1.0671774,1.0519133,0.97875917,1.0210979,0.9839668,0.91005874
3,0.13028882,0.07360489,0.017556967,0.0,0.09686677,0.23872294,0.026243847,0.10494434,0.0421831,0.09137867,0.2437515,0.052021846,0.062239476,0.07359676,0.3761873,0.33041131,0.2038972,0.11992758,0.36489466,0.12452941,0.26291704,0.1234577,0.03233388,0.14955403,0.07225546,0.11553022,0.10632446,0.17145173,0.16603659,0.027850125,0.054547086,0.22590558,0.1772307,0.2685981,0.077591255,0.09136698,0.27094856,0.0810563,0.046744473,0.1377605,0.08230712,0.030135266,0.04751242,0.1405382,0.15959571,0.03879618,0.13978925,0.0067793713,0.20558539,0.10030314,0.9983538,0.9327667,1.0142776,0.6811027,0.9533531,0.7741859,0.9408763,0.4438863,0.94026357,0.6517096,0.46803334,0.81520396,0.73583174,0.8854968,0.66071045,0.95291495,0.78242916,0.7022449,0.8976446,0.65058756,0.88778174,0.80873376,0.9443876,0.8590339,0.89042765,0.94065017,0.98678344,1.0203751,0.86114013,0.6064329,0.6162342,0.5815165,0.7161202,0.91599524,0.74808776,0.8714565,0.9848091,0.880588,0.7143235,0.68220586,0.70535177,0.87742597,0.7267178,0.44928056,0.7232933,0.72783655,0.7446068,0.8564933,0.4610834,0.73396856,1.0199744,0.89279675,1.1049095,1.0056162,1.0477931,1.1369352,0.72764176,1.1104817,1.0610234,1.1206458,1.0158936,1.0088632,1.0703698,0.8716268,0.89555776,1.0121992,1.027547,1.1437695,1.1474507,0.9004102,1.0886483,0.8481356,1.1365145,0.96749586,1.0666339,1.0998446,0.94429165,0.93244076,1.0263157,1.0789835,1.1142508,1.1365988,1.026577,0.95831406,0.951726,1.1380187,1.0061601,1.0145648,0.9072039,1.0763077,1.0650976,1.0708038,0.89279675,1.0848554,1.0667887,1.0516499,0.9780636,1.0208191,0.98202133,0.90772885
4,0.033423446,0.024406778,0.08364664,0.09686677,0.0,0.15044522,0.11391223,0.008934663,0.13858768,0.022234272,0.14702998,0.046642832,0.049425967,0.16244583,0.27932075,0.23671198,0.112100154,0.030977746,0.26933578,0.04031147,0.16647974,0.05984322,0.12145818,0.1000619,0.04197838,0.01944575,0.06300973,0.07474086,0.06917091,0.070297934,0.04311228,0.1342852,0.08065499,0.17184338,0.019281717,0.01673954,0.17408617,0.028675988,0.142521,0.04107679,0.02275756,0.12687504,0.14364758,0.13152674,0.09719064,0.06397024,0.044682868,0.10167891,0.10890722,0.004511269,0.9310873,0.87289566,0.94941545,0.6427394,0.89167535,0.7265579,0.8844657,0.43659636,0.8738994,0.6342252,0.45030686,0.76722443,0.66811883,0.8288177,0.62074006,0.88723016,0.74454796,0.64115536,0.840123,0.6006009,0.8441525,0.74948025,0.8853702,0.79764134,0.82591414,0.8759205,0.9207488,0.9596341,0.80928046,0.5479994,0.5709624,0.5317195,0.6624878,0.8645283,0.7192163,0.82244706,0.92127883,0.8169752,0.67253256,0.6443475,0.6625634,0.8209428,0.67277664,0.43441504,0.68041486,0.6782123,0.698035,0.79540056,0.44668835,0.68746525,0.9701129,0.8519688,1.0444882,0.9503885,0.9929605,1.0750513,0.72591907,1.0478619,1.0009968,1.0613785,0.9607248,0.9534838,1.0120634,0.8362797,0.8624471,0.9609422,0.9698459,1.0821496,1.0859363,0.8467101,1.0306,0.8178557,1.0741311,0.91318774,1.0092019,1.0374615,0.89225686,0.88265026,0.97235155,1.0148962,1.0517371,1.0739629,0.97344095,0.89958334,0.8941957,1.0764302,0.95689017,0.9581896,0.86033386,1.0172949,1.0095433,1.0132676,0.8519688,1.0274223,1.0117284,0.9960423,0.9246727,0.96535826,0.9346813,0.86256814
5,0.12324666,0.17406073,0.22951901,0.23872294,0.15044522,0.0,0.24719076,0.14154163,0.28048387,0.16848303,0.06952989,0.18744743,0.19982655,0.30994803,0.1689423,0.097191684,0.04044853,0.121091194,0.13802382,0.1147126,0.06840814,0.1186577,0.26784548,0.11554191,0.16678487,0.13158758,0.1403261,0.089596495,0.098314196,0.2109569,0.1858378,0.022391364,0.099600896,0.079629645,0.16705403,0.1644341,0.09156889,0.1779275,0.28537765,0.11437731,0.15755141,0.2663415,0.28596607,0.17180614,0.095553555,0.20020792,0.107045904,0.24477173,0.07123393,0.14913437,0.7885186,0.7370504,0.80870676,0.5353458,0.75402486,0.60557216,0.7519433,0.38664022,0.73227847,0.55641013,0.38285697,0.6451902,0.52658993,0.696475,0.51183856,0.7461074,0.63536257,0.50628006,0.7068271,0.47928944,0.7262112,0.6152468,0.75026184,0.66087997,0.686105,0.73565465,0.7791961,0.82247245,0.6822798,0.41770482,0.45655394,0.41264632,0.53551424,0.7373831,0.62256896,0.69849694,0.7818236,0.6780202,0.5598793,0.53758276,0.5488631,0.688872,0.545276,0.37284762,0.56619,0.55568254,0.57883525,0.65894353,0.3847243,0.5685535,0.8437906,0.7373026,0.90722275,0.818591,0.8612868,0.93637806,0.668013,0.9086573,0.8642846,0.92508686,0.8289179,0.8215127,0.87689567,0.72868437,0.75729465,0.83319265,0.8354838,0.9436789,0.94754314,0.7173245,0.89558345,0.7171551,0.9350327,0.78259844,0.87488097,0.89849913,0.7642393,0.75717264,0.8416917,0.8745774,0.9126085,0.9346505,0.8436262,0.76465803,0.7604817,0.93800753,0.8313172,0.8251937,0.7383935,0.8814397,0.87705046,0.8788257,0.7373026,0.8930057,0.8797138,0.8635758,0.7949494,0.8332278,0.8114413,0.74258655
6,0.146919,0.09263822,0.043307785,0.026243847,0.11391223,0.24719076,0.0,0.12113979,0.039295588,0.112259425,0.2587628,0.067274906,0.08615165,0.07847897,0.39173275,0.34129563,0.21479082,0.13271643,0.37743405,0.13556232,0.2771763,0.12907001,0.045532577,0.14885877,0.08159592,0.13129419,0.10910801,0.18693449,0.18236372,0.044335313,0.07087573,0.23633644,0.19443363,0.28361118,0.09495496,0.11133902,0.2869036,0.10263816,0.04521814,0.15360817,0.095875815,0.0237096,0.044607557,0.12968533,0.16178156,0.050316088,0.15412663,0.02836687,0.2207017,0.11782772,0.99451786,0.9264937,1.0095696,0.6691677,0.9476437,0.76450884,0.93348986,0.42587653,0.93618417,0.6349622,0.45207885,0.80553734,0.7326155,0.8782837,0.6492554,0.9485771,0.7701134,0.69684196,0.89067537,0.6419237,0.8767741,0.8024815,0.93782103,0.85338265,0.88577735,0.9359964,0.98252255,1.0142643,0.85250676,0.6004804,0.6063571,0.5730528,0.7083374,0.9071514,0.73363906,0.86197525,0.97968024,0.87564504,0.70319414,0.6701376,0.6945139,0.87016577,0.7190002,0.43281567,0.7124315,0.71884227,0.73470354,0.85074764,0.44444758,0.724073,1.0105116,0.8810333,1.0985947,0.9977715,1.0397735,1.1310716,0.7076394,1.1048931,1.0546286,1.1139381,1.0080173,1.0010608,1.063409,0.8584972,0.8818375,1.0031531,1.0204456,1.1378105,1.1414529,0.8922573,1.0815842,0.83381623,1.1308191,0.9594229,1.0593998,1.0941874,0.9355711,0.9230821,1.0180585,1.0739301,1.1086223,1.1309885,1.0180699,0.9516348,0.9446745,1.1320552,0.9965452,1.0070634,0.8970555,1.0695665,1.057279,1.0635976,0.8810333,1.0776006,1.058816,1.0438638,0.9696982,1.0130262,0.971891,0.8971054
7,0.02578486,0.033218317,0.09213818,0.10494434,0.008934663,0.14154163,0.12113979,0.0,0.14683457,0.029421158,0.13880914,0.053965762,0.058296844,0.17122185,0.27133763,0.22789133,0.10316712,0.02288329,0.2607337,0.032730345,0.15809236,0.054832034,0.1300975,0.09518889,0.04585727,0.010693515,0.061037757,0.06650742,0.06133065,0.07800318,0.050718866,0.12535433,0.07332328,0.16365379,0.027507273,0.024296416,0.16618136,0.037078295,0.15086883,0.032820318,0.026990885,0.13484037,0.15194775,0.13017611,0.09085366,0.070916906,0.03582978,0.10992156,0.10064712,0.008338037,0.9227928,0.86500776,0.94124055,0.6363613,0.88368165,0.719482,0.87677807,0.4329819,0.86565876,0.6294659,0.44577882,0.76010764,0.6598517,0.821128,0.61426103,0.8790223,0.73814267,0.633264,0.8323799,0.5934338,0.8372998,0.7416597,0.87752867,0.7896841,0.8177788,0.86776435,0.9125177,0.9516803,0.8018954,0.5403143,0.5641419,0.524615,0.65504676,0.8571514,0.713494,0.8152419,0.91317874,0.8088902,0.66588837,0.63800514,0.6558547,0.8132671,0.66531104,0.43015933,0.67368925,0.6710258,0.6910442,0.78746086,0.44244668,0.6804846,0.9628108,0.84530663,1.0365387,0.94275725,0.98534447,1.0670173,0.7223878,1.039792,0.99307615,1.0534914,0.9530949,0.94584274,1.0042388,0.8300137,0.85633284,0.9535537,0.9620639,1.0741291,1.077921,0.8391978,1.0227872,0.8119714,1.0660703,0.90562075,1.0014285,1.0294056,0.8848363,0.8753755,0.96479243,1.0067526,1.0436721,1.0658886,0.9659324,0.89175546,0.88643926,1.0684121,0.9496291,0.950488,0.8532571,1.009429,1.0018806,1.0054876,0.84530663,1.0196458,1.004095,0.98837906,0.9171595,0.95770985,0.9275514,0.855605
8,0.17195545,0.11484839,0.055526085,0.0421831,0.13858768,0.28048387,0.039295588,0.14683457,0.0,0.1311835,0.2856076,0.094204806,0.09939042,0.039874222,0.41778642,0.3725664,0.24601682,0.16210727,0.40705281,0.16658399,0.3049091,0.16405846,0.024965372,0.18691094,0.11372341,0.15746886,0.14551707,0.21330333,0.20767252,0.06997888,0.09668121,0.2679901,0.21851707,0.31042948,0.11937139,0.13183168,0.31250778,0.12046715,0.0059423065,0.17960946,0.124485314,0.015683977,0.0055800127,0.16878411,0.1987343,0.08027692,0.18189146,0.03691483,0.24746363,0.14185031,1.0336671,0.9657886,1.0488099,0.70745915,0.98693454,0.8034383,0.97273797,0.46052736,0.9753609,0.6704887,0.48838434,0.8444639,0.77165794,0.91754544,0.6877216,0.9877823,0.8082289,0.7361176,0.92995054,0.6810504,0.91533744,0.8417769,0.9771107,0.892671,0.9250094,0.97523034,1.0217209,1.0535599,0.89161825,0.6397723,0.6452694,0.61221534,0.74756205,0.94622564,0.7707148,0.9009348,1.0189484,0.9148993,0.74175173,0.7083787,0.73316157,0.9094247,0.75823003,0.46877292,0.75106823,0.75790834,0.7735869,0.89003843,0.48025665,0.7629598,1.0494623,0.91933906,1.1378884,1.0369762,1.0789572,1.170366,0.7396855,1.1441821,1.0939213,1.1532214,1.0472183,1.0402697,1.1026815,0.89623225,0.9192706,1.0421857,1.059711,1.1771058,1.1807483,0.9314317,1.1208507,0.8709315,1.1701108,0.99860364,1.0986558,1.133478,0.9746634,0.96206105,1.0572137,1.1131957,1.1479124,1.1702782,1.0571902,0.990921,0.98394424,1.1713505,1.0354644,1.0463003,0.9358585,1.1088489,1.0964843,1.1028553,0.91933906,1.1168548,1.0980045,1.083073,1.0088412,1.0522357,1.0106907,0.9357807
9,0.046085134,0.02124384,0.07574639,0.09137867,0.022234272,0.16848303,0.112259425,0.029421158,0.1311835,0.0,0.1576571,0.048358753,0.0338419,0.15043148,0.28800553,0.2510673,0.12905262,0.052300148,0.2816726,0.062093306,0.17786142,0.08185764,0.11132935,0.12190104,0.054498058,0.037579555,0.08294919,0.08672727,0.07967813,0.068034664,0.044005986,0.1509655,0.08875886,0.18209583,0.024091097,0.005596857,0.18291923,0.010917054,0.13439375,0.054930266,0.037748113,0.12133875,0.13582772,0.14997321,0.11942487,0.0655835,0.061437808,0.09501632,0.12022534,0.021084504,0.9518639,0.8943959,0.97044903,0.6649677,0.91302454,0.7486962,0.90619916,0.4571777,0.8947986,0.6557609,0.4716954,0.7893471,0.6889652,0.8505491,0.6429738,0.9081982,0.76677793,0.6626526,0.86179805,0.62270087,0.86635506,0.7710665,0.90693015,0.8190457,0.8470252,0.89699155,0.9416676,0.9810423,0.83126295,0.5697355,0.59316975,0.55384505,0.6844315,0.8865163,0.7412862,0.84453106,0.94245243,0.8381766,0.6947627,0.6665726,0.6847877,0.8426882,0.6947026,0.4555884,0.7026373,0.70030415,0.7202018,0.8168302,0.46784684,0.709635,0.9921467,0.874198,1.0659024,0.97217697,1.0147631,1.0963356,0.7463509,1.0690866,1.0224519,1.082879,0.98251456,0.975263,1.033644,0.8584946,0.8846342,0.982923,0.99147713,1.1034555,1.1072505,0.86860114,1.0521947,0.8399811,1.0953712,0.9350339,1.030843,1.05871,0.91421586,0.9046989,0.9942045,1.0359893,1.0729703,1.09518,0.9953353,0.9211601,0.91585594,1.0977399,0.9789465,0.9799087,0.8824726,1.0388234,1.0313016,1.0349009,0.874198,1.0490597,1.0335149,1.0178001,0.9465632,0.98713046,0.95679945,0.8847439
